,SqFootage,ProjType,Rooms,AppType,ProjName,Category,CreYear,LastYear,BOZA,PC,LDT,DRC,Units
240,2129,restaurant,0,SITEPLAN,Taco Bell,commercial,2018,2018,No decision,Approved,No decision,No decision,0
241,6585,restaurant,0,SITEPLAN,Clearwater Farms Development,commercial,2018,2018,No decision,No decision,No decision,No decision,0
242,200000,warehouse,0,SITEPLAN,Airport Industrial Center,industrial,2018,2018,No decision,No decision,No decision,No decision,0
243,3996,auto services,0,SITEPLAN,Zips Express Car Wash,commercial,2018,2018,No decision,No decision,No decision,No decision,0
244,6616,manufacturing,0,SITEPLAN,Republic Conduit Manufacturing,industrial,2018,2018,No decision,No decision,No decision,No decision,0
245,1600,retail,0,SITEPLAN,Vermont Liquors,commercial,2018,2018,No decision,No decision,No decision,No decision,0
246,7157,office,0,SITEPLAN,Schumacher Homes,commercial,2018,2018,No decision,No decision,No decision,No decision,0
247,8391,commercial,0,SITEPLAN,Schumacher Homes,commercial,2018,2018,No decision,No decision,No decision,No decision,0
248,880,office,0,SITEPLAN,Wissing Office Building,commercial,2018,2018,No decision,Approved,No decision,No decision,0
249,2618,retail,0,SITEPLAN,Tyler Center Retail Expansion,commercial,2018,2018,No decision,No decision,Approved,No decision,0
250,5000,office,0,SITEPLAN,Blankenbaker Station III Lot 7,commercial,2018,2018,No decision,No decision,No decision,Deferred,0
251,26205,warehouse,0,SITEPLAN,Blankenbaker Station III Lot 7,industrial,2018,2018,No decision,No decision,No decision,Deferred,0
252,9810,industrial,0,SITEPLAN,Brown-Forman Cooperage,industrial,2018,2018,No decision,No decision,No decision,No decision,0
253,2360,restaurant,0,SITEPLAN,Hardee's with Drive thru,commercial,2018,2018,No decision,No decision,No decision,Continued,0
254,6200,office,0,SITEPLAN,Blankenbaker Centre II,commercial,2018,2018,No decision,No decision,No decision,No decision,0
255,72000,office,0,SITEPLAN,Blankenbaker Station Office,commercial,2018,2018,No decision,No decision,No decision,Approved,0
256,10225,retail,0,SITEPLAN,7714-7718 Bardstown Rd,commercial,2018,2018,No decision,No decision,No decision,No decision,0
257,7510,restaurant,0,SITEPLAN,7714-7718 Bardstown Rd,commercial,2018,2018,No decision,No decision,No decision,No decision,0
258,0,multi-family,0,SITEPLAN,11312-11404 Taylorsville Rd,multi family,2018,2018,No decision,No decision,No decision,No decision,347
259,1131,office,0,SITEPLAN,Greenwood Road Storage,commercial,2018,2018,No decision,No decision,No decision,Approved,0
260,84043,mini-warehouse,0,SITEPLAN,Greenwood Road Storage,commercial,2018,2018,No decision,No decision,No decision,Approved,0
261,315,brewery,0,SITEPLAN,South 3rd Brewery,commercial,2018,2018,No decision,No decision,No decision,No decision,0
262,2600,office,0,SITEPLAN,4950 Cane Run Rd,commercial,2018,2018,No decision,No decision,No decision,Approved,0
263,0,multi-family,0,SITEPLAN,4950 Cane Run Rd,multi family,2018,2018,No decision,No decision,No decision,Approved,119
264,4608,convenience store,0,SITEPLAN,Speedway @ Poplar Level Rd,commercial,2018,2018,Approved,No decision,No decision,No decision,0
265,0,single-family,0,SITEPLAN,Bristol Bluffs,single family,2018,2018,No decision,No decision,No decision,Approved,0
266,0,multi-family,0,SITEPLAN,3502 College Drive,multi family,2018,2018,No decision,No decision,No decision,No decision,21
267,0,single-family,0,SITEPLAN,Notting Hills Sec. 4- Phase II,single family,2018,2018,No decision,Approved,Continued,No decision,0
268,9100,warehouse,0,SITEPLAN,Whayne Supply Storage Building,industrial,2018,2018,No decision,No decision,No decision,No decision,0
269,180000,office,0,SITEPLAN,Blankenbaker Station II Lot 1,commercial,2018,2018,No decision,Approved,Continued,No decision,0
270,8527,office,0,SITEPLAN,New Level Construciton,commercial,2018,2018,No decision,No decision,No decision,Approved,0
271,5000,warehouse,0,SITEPLAN,A&L Electric Expansion,industrial,2018,2018,No decision,No decision,No decision,No decision,0
272,2290,recreation,0,SITEPLAN,Derby City CrossFit,institutional,2018,2018,No decision,No decision,No decision,No decision,0
273,24750,manufacturing,0,SITEPLAN,Brown Forman Cooperage,industrial,2018,2018,No decision,No decision,No decision,No decision,0
274,1500,office,0,SITEPLAN,Orell Mini-Warehouse,commercial,2018,2018,No decision,No decision,No decision,No decision,0
275,39185,mini-warehouse,0,SITEPLAN,Orell Mini-Warehouse,commercial,2018,2018,No decision,No decision,No decision,No decision,0
276,0,multi-family,0,SITEPLAN,Bridwell Apartments,multi family,2018,2018,No decision,Approved,No decision,No decision,32
277,2811,restaurant,0,SITEPLAN,Greenwood Plaza,commercial,2018,2018,No decision,No decision,No decision,No decision,0
278,24697,retail,0,SITEPLAN,Greenwood Plaza,commercial,2018,2018,No decision,No decision,No decision,No decision,0
279,45000,office,0,SITEPLAN,12501 Plantside Dr,commercial,2018,2018,No decision,No decision,No decision,Approved,0
280,5000,mini-warehouse,0,SITEPLAN,4720 Walnut Grove,commercial,2018,2018,No decision,No decision,No decision,No decision,0
281,9623,office,0,SITEPLAN,Research Drive Expansion,commercial,2018,2018,No decision,No decision,No decision,Approved,0
282,70627,warehouse,0,SITEPLAN,Research Drive Expansion,industrial,2018,2018,No decision,No decision,No decision,Approved,0
283,6000,retail,0,SITEPLAN,Propsect Point,commercial,2018,2018,No decision,No decision,No decision,No decision,0
284,4000,restaurant,0,SITEPLAN,Propsect Point,commercial,2018,2018,No decision,No decision,No decision,No decision,0
285,0,multi-family,0,SITEPLAN,Beecher Terrace Phase 2,multi family,2018,2018,Approved,No decision,No decision,No decision,108
286,8479,restaurant,0,SITEPLAN,Restaurants @ Oxmoor Center,commercial,2018,2018,No decision,No decision,No decision,Approved,0
287,1050,commercial,0,SITEPLAN,240 Distillery Commons Cat 2B,commercial,2018,2018,No decision,No decision,No decision,No decision,0
288,2000,restaurant,0,SITEPLAN,240 Distillery Commons Cat 2B,commercial,2018,2018,No decision,No decision,No decision,No decision,0
289,72000,mini-warehouse,0,SITEPLAN,Self Storage 2217 Goldsmith Ln,commercial,2018,2018,Approved,No decision,No decision,No decision,0
290,47847,office,0,SITEPLAN,V-Soft Eastpoint Office Bldg,commercial,2018,2018,No decision,No decision,No decision,Approved,0
291,4723,office,0,SITEPLAN,Paragon Centre,commercial,2018,2018,Approved,No decision,No decision,No decision,0
292,3000,auto services,0,SITEPLAN,6343 Strawberry Ln,commercial,2018,2018,No decision,No decision,No decision,No decision,0
293,25319,mini-warehouse,0,SITEPLAN,Go Store It Self Storage,commercial,2018,2018,No decision,No decision,No decision,No decision,0
294,10800,medical,0,SITEPLAN,Russel Neigh. Health Clinic,commercial,2018,2018,No decision,No decision,No decision,Approved,0
295,3072,office,0,SITEPLAN,5494 Shepherdsville Rd,commercial,2018,2018,No decision,No decision,Approved,No decision,0
296,146678,warehouse,0,SITEPLAN,5494 Shepherdsville Rd,industrial,2018,2018,No decision,No decision,Approved,No decision,0
297,0,hotel,66,SITEPLAN,Shoppes at Lone Oak,hotel,2018,2018,No decision,No decision,No decision,No decision,0
298,3250,banking,0,SITEPLAN,Shoppes at Lone Oak,commercial,2018,2018,No decision,No decision,No decision,No decision,0
299,16565,restaurant,0,SITEPLAN,Shoppes at Lone Oak,commercial,2018,2018,No decision,No decision,No decision,No decision,0
300,4080,manufacturing,0,SITEPLAN,Midwest Sprinkler Corp,industrial,2018,2018,No decision,No decision,No decision,No decision,0
301,17838,manufacturing,0,SITEPLAN,"BJK INDUSTRIES, INC.",industrial,2018,2018,Approved,No decision,No decision,No decision,0
302,34200,warehouse,0,SITEPLAN,ABEL Office,industrial,2018,2018,No decision,No decision,Approved,No decision,0
303,15550,retail,0,SITEPLAN,Habor Freight,commercial,2018,2018,No decision,No decision,No decision,Approved,0
304,5000,contractor,0,SITEPLAN,1403 Fairdale Rd,industrial,2018,2018,No decision,No decision,No decision,No decision,0
305,40000,office,0,SITEPLAN,5900 US Hwy 42,commercial,2018,2018,No decision,No decision,No decision,No decision,0
306,3696,religious,0,SITEPLAN,Cat 2B 1630 W Muhammad Ali,institutional,2018,2018,No decision,No decision,No decision,No decision,0
307,8154,office,0,SITEPLAN,LOUISVILLE INDUSTRIAL CENTER,commercial,2018,2018,No decision,No decision,No decision,No decision,0
308,17846,warehouse,0,SITEPLAN,LOUISVILLE INDUSTRIAL CENTER,industrial,2018,2018,No decision,No decision,No decision,No decision,0
309,19530,retail,0,SITEPLAN,Uncertain,commercial,2018,2018,No decision,No decision,No decision,No decision,0
310,12060,restaurant,0,SITEPLAN,Springhurst Town Center,commercial,2018,2018,No decision,No decision,No decision,No decision,0
311,3525,auto services,0,SITEPLAN,Prestige Car Wash,commercial,2018,2018,No decision,No decision,No decision,Approved,0
312,0,multi-family,0,SITEPLAN,Fegenbush Lane Multi-Family,multi family,2018,2018,No decision,No decision,No decision,No decision,192
313,85728,recreation,0,SITEPLAN,3050 Terra Crossing Blvd,commercial,2018,2018,Approved,No decision,Approved,No decision,0
314,0,multi-family,0,SITEPLAN,UA Workforce Apartments,multi family,2018,2018,No decision,No decision,No decision,No decision,24
315,6400,office,0,SITEPLAN,201 Meridian Ave,commercial,2018,2018,No decision,No decision,Approved,No decision,0
316,14060,auto services,0,SITEPLAN,Bachman Subaru,commercial,2018,2018,No decision,No decision,No decision,No decision,0
317,0,hotel,94,SITEPLAN,La Quinta Del Sol,hotel,2018,2018,No decision,No decision,No decision,Approved,0
318,3996,auto services,0,SITEPLAN,Suds Up Car Wash,commercial,2018,2018,No decision,No decision,Approved,No decision,0
319,5900,office,0,SITEPLAN,3201 Pond Sation Rd.,commercial,2018,2018,No decision,No decision,Approved,No decision,0
320,113800,distribution center,0,SITEPLAN,3201 Pond Sation Rd.,industrial,2018,2018,No decision,No decision,Approved,No decision,0
321,3100,office,0,SITEPLAN,Gilda's Club,commercial,2018,2018,No decision,No decision,No decision,No decision,0
322,4375,auto services,0,SITEPLAN,Car Wash,commercial,2018,2018,Approved,Approved,No decision,No decision,0
323,2560,commercial,0,SITEPLAN,3614 Dixie Hwy,commercial,2018,2018,No decision,No decision,No decision,No decision,0
324,528,office,0,SITEPLAN,138 Wiltshire Ave,commercial,2018,2018,No decision,No decision,No decision,Approved,0
325,2000,office,0,SITEPLAN,Kenwood Business Center Lot 4,commercial,2018,2018,No decision,No decision,No decision,No decision,0
326,28400,warehouse,0,SITEPLAN,Kenwood Business Center Lot 4,industrial,2018,2018,No decision,No decision,No decision,No decision,0
327,5000,auto services,0,SITEPLAN,6511 Preston Hwy,commercial,2018,2018,No decision,No decision,No decision,No decision,0
328,68284,auto services,0,SITEPLAN,Mercedes Benz of Louisville,commercial,2018,2018,No decision,No decision,No decision,No decision,0
329,4458,retail,0,SITEPLAN,Cat 2B- 3108 Rockford Ln,commercial,2018,2018,No decision,No decision,No decision,No decision,0
330,0,multi-family,0,SITEPLAN,Authum Trace,multi family,2018,2018,No decision,No decision,No decision,No decision,18
331,5000,office,0,SITEPLAN,Airtech ll,commercial,2018,2018,No decision,No decision,No decision,Approved,0
332,178000,warehouse,0,SITEPLAN,Airtech ll,industrial,2018,2018,No decision,No decision,No decision,Approved,0
333,6855,manufacturing,0,SITEPLAN,CGB Roller Mill,industrial,2018,2018,No decision,Approved,No decision,No decision,0
334,32620,recreation,0,SITEPLAN,Louisville Football Club,commercial,2018,2018,Approved,No decision,No decision,Approved,0
335,19000,commercial,0,SITEPLAN,Louisville Football Club,commercial,2018,2018,Approved,No decision,No decision,Approved,0
336,15000,office,0,SITEPLAN,Poplar Logistics Center,commercial,2018,2018,No decision,No decision,No decision,No decision,0
337,402148,warehouse,0,SITEPLAN,Poplar Logistics Center,industrial,2018,2018,No decision,No decision,No decision,No decision,0
338,0,multi-family,0,SITEPLAN,Aptitude 4th Street,multi family,2018,2018,Approved,No decision,No decision,Approved,232
339,15772,museum,0,SITEPLAN,Derby Muesum Addition,institutional,2018,2018,No decision,No decision,Approved,No decision,0
340,0,multi-family,0,SITEPLAN,601 E Main St,multi family,2018,2018,No decision,No decision,No decision,Approved,70
341,0,multi-family,0,SITEPLAN,703 Lyndon Ln,multi family,2018,2018,No decision,No decision,No decision,Approved,13
342,336,auto services,0,SITEPLAN,Premium Motor Sales,commercial,2018,2018,No decision,No decision,No decision,No decision,0
343,3300,warehouse,0,SITEPLAN,5808 Johnsontown Rd,industrial,2018,2018,No decision,No decision,No decision,No decision,0
344,2458,restaurant,0,SITEPLAN,Hometown Brewery,commercial,2018,2018,Approved,No decision,No decision,Approved,0
345,0,senior living,0,SITEPLAN,6000 Hunting Rd.,multi family,2018,2018,Approved,No decision,No decision,No decision,56
346,0,hotel,91,SITEPLAN,Holiday Inn Downtown,hotel,2018,2018,No decision,No decision,No decision,Approved,0
347,0,hotel,50,SITEPLAN,4802 Olympia Park Plz,hotel,2018,2018,No decision,No decision,No decision,Approved,0
348,0,multi-family,0,SITEPLAN,4802 Olympia Park Plz,multi family,2018,2018,No decision,No decision,No decision,Approved,65
349,261000,office,0,SITEPLAN,4802 Olympia Park Plz,commercial,2018,2018,No decision,No decision,No decision,Approved,0
350,18920,manufacturing,0,SITEPLAN,Ford LAP Bldg Addition,industrial,2018,2018,No decision,No decision,Approved,No decision,0
351,15520,banking,0,SITEPLAN,AutoTruck Credit Union,commercial,2018,2018,No decision,No decision,No decision,Approved,0
352,2100,restaurant,0,SITEPLAN,6902 Bardstown Rd,commercial,2018,2018,No decision,No decision,No decision,No decision,0
353,158498,warehouse,0,SITEPLAN,Zoeller Pump Manufact Plant,industrial,2018,2018,No decision,No decision,No decision,Approved,0
354,9600,convenience store,0,SITEPLAN,1201 Durrett Lane,commercial,2018,2018,No decision,No decision,No decision,No decision,0
355,7700,auto services,0,SITEPLAN,Redden mobile Mechanic,commercial,2018,2018,No decision,No decision,Approved,No decision,0
356,0,hotel,119,SITEPLAN,Cat 2B 3255 Bardstown Rd,hotel,2018,2018,Approved,No decision,No decision,No decision,0
357,2495,retail,0,SITEPLAN,3611 Dixie Hwy,commercial,2018,2018,Approved,No decision,No decision,No decision,0
358,162,industrial,0,ZONE,"JBS USA, LLC",industrial,2018,2018,No decision,No decision,No decision,No decision,0
359,4000,religious,0,ZONE,Ethiopian Orthodox Church,institutional,2018,2018,No decision,No decision,No decision,No decision,0
360,6000,religious,0,ZONE,Indian Trail Prayer Hall,institutional,2018,2018,No decision,No decision,No decision,No decision,0
361,4760,restaurant,0,ZONE,1031 Goss Ave,commercial,2018,2018,Approved,No decision,No decision,No decision,0
362,25300,religious,0,ZONE,Kingdom Center Church,institutional,2018,2018,Approved,No decision,No decision,No decision,0
363,0,need sqft - restaurant,0,ZONE,MVP Sports & Events Venue,commercial,2018,2018,No decision,No decision,No decision,No decision,0
364,9788,medical,0,ZONE,Bennett & Bloom Medical Office,commercial,2018,2018,Approved,No decision,No decision,No decision,0
365,0,nursing home,0,ZONE,Essex Nursing & Rehab Center,institutional,2018,2018,No decision,No decision,No decision,No decision,85
366,216,restaurant,0,ZONE,4 Seasons Restaurant,commercial,2018,2018,Approved,No decision,No decision,No decision,0
367,1804,religious,0,ZONE,4401 Potts Rd,institutional,2018,2018,Approved,No decision,No decision,No decision,0
368,12150,religious,0,ZONE,Valiant Christian Academy,institutional,2018,2018,Approved,No decision,No decision,No decision,0
369,18000,mini-warehouse,0,ZONE,Storage Project Phase II,commercial,2018,2018,No decision,No decision,No decision,No decision,0
370,9300,mini-warehouse,0,ZONE,Storage Project Phase II,commercial,2018,2018,No decision,No decision,No decision,No decision,0
371,7866,religious,0,ZONE,Chua Phoc Hau Temple,institutional,2018,2018,Approved,No decision,No decision,No decision,0
372,1330,commercial,0,URBAN,NULU- Zimmer Design,commercial,2018,2018,No decision,No decision,No decision,No decision,0
373,0,multi-family,0,URBAN,NULU- Zimmer Design,multi family,2018,2018,No decision,No decision,No decision,No decision,2
374,7555,brewery,0,URBAN,NULU-Bldg Addition,commercial,2018,2018,No decision,No decision,No decision,No decision,0
375,916,retail,0,URBAN,NULU- Building Addition,commercial,2018,2018,No decision,No decision,No decision,No decision,0
376,0,multi-family,0,URBAN,NULU- Building Addition,multi family,2018,2018,No decision,No decision,No decision,No decision,2
377,0,multi-family,0,URBAN,BT- New Condos,multi family,2018,2018,No decision,No decision,No decision,No decision,15
